lat,lon,n,r_plant_km,r_cover_km,area_km2,emissions_t,capacity,subsector
50.47103,3.95117,4,8.944,10.944,251.3076,1320389.6888,18887882.0805,electricity-generation
50.86811,5.68840,4,3.644,5.644,41.7136,363609.2208,30131081.1056,electricity-generation
50.54890,3.62610,1,0.000,2.000,0.5027,0.0000,37.4000,electricity-generation
51.05860,5.10560,1,0.000,2.000,0.5027,279000.0000,422.0000,electricity-generation
50.68160,5.64460,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
51.14240,3.13680,1,0.000,2.000,0.5027,64906.0000,18.0000,electricity-generation
6.35060,2.42950,1,0.000,2.000,0.5027,69250.0000,48.5000,electricity-generation
6.43087,2.30651,2,0.508,2.508,0.8102,542503.0000,147.4000,electricity-generation
11.20000,-4.30000,1,0.000,2.000,0.5027,180490.0000,65.7000,electricity-generation
13.87390,-0.91720,1,0.000,2.000,0.5027,149430.0000,54.4000,electricity-generation
12.25110,-1.57570,1,0.000,2.000,0.5027,257100.0000,93.5900,electricity-generation
12.43350,-1.48540,1,0.000,2.000,0.5027,309160.0000,112.5300,electricity-generation
12.37030,-1.52470,1,0.000,2.000,0.5027,115273.0000,41.9600,electricity-generation
23.65435,90.33042,3,5.264,7.264,87.0364,361541.0000,253.2000,electricity-generation
22.47910,90.70993,3,0.443,2.443,0.6162,710860.0000,424.0000,electricity-generation
23.99870,91.10990,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
23.59530,90.49175,5,5.725,7.725,102.9507,720375.0000,504.5000,electricity-generation
24.63210,88.40140,2,0.237,2.237,0.5027,152920.0000,107.1000,electricity-generation
22.29200,91.83972,12,6.897,8.897,149.4456,3891163.1424,78905.9618,electricity-generation
24.04121,91.00950,7,2.635,4.635,21.8194,4838725.0000,2179.2000,electricity-generation
24.12902,89.59502,4,4.873,6.873,74.5865,1299704.0000,610.6000,electricity-generation
23.54634,90.77782,2,0.079,2.079,0.5027,380343.0000,266.3500,electricity-generation
23.01967,89.41131,2,0.824,2.824,2.1322,211046.0000,147.8000,electricity-generation
21.97500,91.88890,1,0.000,2.000,0.5027,2973200.0000,1320.0000,electricity-generation
22.49804,91.73719,5,9.803,11.803,301.8950,700265.9397,276237.2288,iron-and-steel
25.55340,88.95050,1,0.000,2.000,0.5027,1438550.0000,400.0000,electricity-generation
21.96300,90.06550,1,0.000,2.000,0.5027,1101660.0000,350.0000,electricity-generation
22.65920,90.33590,2,0.424,2.424,0.5651,170650.0000,119.5000,electricity-generation
24.04940,89.01750,1,0.000,2.000,0.5027,641810.0000,410.0000,electricity-generation
22.67410,90.61160,1,0.000,2.000,0.5027,215240.0000,58.5000,electricity-generation
24.63686,91.66148,3,0.290,2.290,0.5027,2240310.0000,1134.0000,electricity-generation
23.22010,90.67151,3,1.429,3.429,6.4169,823520.0000,529.0000,electricity-generation
22.97400,91.09760,1,0.000,2.000,0.5027,167630.0000,117.4000,electricity-generation
23.74280,90.34200,1,0.000,2.000,0.5027,156010.0000,108.8000,electricity-generation
24.76850,89.34640,1,0.000,2.000,0.5027,317860.0000,222.6000,electricity-generation
25.67042,89.26676,2,6.336,8.336,126.1089,209595.0000,140.0000,electricity-generation
23.86670,89.99690,1,0.000,2.000,0.5027,82679.0000,57.9000,electricity-generation
22.15150,92.07220,1,0.000,2.000,0.5027,145634.0000,102.0000,electricity-generation
24.32250,89.92290,1,0.000,2.000,0.5027,82508.0000,22.0000,electricity-generation
23.68267,90.52427,7,1.290,3.290,5.2280,4042806.0000,1797.6000,electricity-generation
24.25497,91.37922,4,5.439,7.439,92.9286,1691586.0000,653.8000,electricity-generation
25.97280,88.51290,1,0.000,2.000,0.5027,159930.0000,112.0000,electricity-generation
23.61920,89.77330,1,0.000,2.000,0.5027,79679.0000,55.8000,electricity-generation
24.66972,91.92978,5,2.467,4.467,19.1157,1848535.5686,70576.0562,electricity-generation
23.01707,91.35446,2,1.951,3.951,11.9593,269438.0000,152.9000,electricity-generation
23.99188,90.34017,4,8.189,10.189,210.6761,1115070.0000,822.9000,electricity-generation
24.84040,89.35150,1,0.000,2.000,0.5027,82508.0000,22.0000,electricity-generation
23.91860,90.69260,2,7.971,9.971,199.5949,87010.0000,23.2000,electricity-generation
23.98013,90.64096,2,1.061,3.061,3.5335,3630160.0000,1424.9000,electricity-generation
23.02960,89.81980,1,0.000,2.000,0.5027,159490.0000,111.7000,electricity-generation
24.14410,91.33580,1,0.000,2.000,0.5027,294020.0000,78.4000,electricity-generation
23.43764,91.15932,2,1.392,3.392,6.0833,200165.0000,86.5000,electricity-generation
23.78145,90.54922,2,4.266,6.266,57.1842,206874.0000,91.2000,electricity-generation
24.36735,88.67610,2,0.041,2.041,0.5027,150790.0000,105.6000,electricity-generation
22.86611,89.53931,2,0.392,2.392,0.5027,1426140.0000,749.0000,electricity-generation
22.93420,89.81010,1,0.000,2.000,0.5027,157760.0000,110.5000,electricity-generation
23.79824,90.23860,2,1.270,3.270,5.0673,314029.0000,219.9000,electricity-generation
21.70180,91.88340,1,0.000,2.000,0.5027,3428200.0000,1200.0000,electricity-generation
23.61168,90.59579,5,0.753,2.753,1.7809,3298510.0000,2170.9000,electricity-generation
22.76560,91.46000,1,0.000,2.000,0.5027,237740.0000,166.5000,electricity-generation
24.90276,89.98310,2,2.352,4.352,17.3728,633800.0000,441.2000,electricity-generation
24.76190,90.41900,1,0.000,2.000,0.5027,399800.0000,210.0000,electricity-generation
24.39590,88.98700,1,0.000,2.000,0.5027,76396.0000,53.5000,electricity-generation
22.76650,89.58450,1,0.000,2.000,0.5027,157760.0000,110.5000,electricity-generation
22.00783,90.30783,2,1.974,3.974,12.2464,5407900.0000,1980.0000,electricity-generation
22.59250,89.55640,1,0.000,2.000,0.5027,4251400.0000,1320.0000,electricity-generation
22.45712,91.97582,2,4.701,6.701,69.4236,1836061.0000,445.0000,electricity-generation
24.79770,88.98430,1,0.000,2.000,0.5027,74539.0000,52.2000,electricity-generation
25.81150,88.88550,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
24.91027,91.82907,2,0.267,2.267,0.5027,992591.0000,475.0000,electricity-generation
24.38610,89.74330,1,0.000,2.000,0.5027,2208100.0000,1040.0000,electricity-generation
24.23010,90.54200,1,0.000,2.000,0.5027,232750.0000,163.0000,electricity-generation
23.88990,90.32310,1,0.000,2.000,0.5027,176270.0000,47.0000,electricity-generation
23.50490,90.91290,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
24.24840,90.40010,1,0.000,2.000,0.5027,123769.0000,33.0000,electricity-generation
26.03830,88.42560,1,0.000,2.000,0.5027,4283.9000,3.0000,electricity-generation
23.89660,90.41210,1,0.000,2.000,0.5027,384140.0000,105.0000,electricity-generation
24.30710,89.55120,1,0.000,2.000,0.5027,41256.0000,11.0000,electricity-generation
22.37030,90.32220,1,0.000,2.000,0.5027,210330.0000,147.3000,electricity-generation
23.94790,90.27500,1,0.000,2.000,0.5027,293570.0000,78.2800,electricity-generation
42.28540,23.03420,1,0.000,2.000,0.5027,1931900.0000,540.0000,electricity-generation
42.15524,25.92148,3,6.852,8.852,147.5081,4804352.0000,1798.0000,electricity-generation
43.20802,27.62682,3,3.917,5.917,48.1950,1128054.9539,263467.3712,electricity-generation
42.25410,26.13400,1,0.000,2.000,0.5027,5737000.0000,1602.0000,electricity-generation
42.54208,27.32778,3,0.927,2.927,2.7002,1758046.8729,217220.5662,electricity-generation
42.17482,24.74045,2,0.913,2.913,2.6210,238678.0000,13902365.6097,electricity-generation
42.60575,23.08100,2,2.346,4.346,17.2861,400850.0000,119059.1096,electricity-generation
43.86731,26.00255,2,6.228,8.228,121.8697,382960.0000,247.6000,electricity-generation
42.65480,26.32590,1,0.000,2.000,0.5027,73550.0000,30.0000,electricity-generation
42.65150,23.41720,1,0.000,2.000,0.5027,168567.0000,186.0000,electricity-generation
42.72438,23.31929,2,1.019,3.019,3.2614,182200.0000,6501396.6828,electricity-generation
43.62714,25.32746,3,2.472,4.472,19.1981,107857.8006,16916.3169,pulp-and-paper
43.43708,24.57469,4,4.452,6.452,62.2656,242824.0000,19504008.0485,glass
43.19480,27.76550,1,0.000,2.000,0.5027,316620.0000,210.0000,electricity-generation
26.06875,50.60361,3,11.067,13.067,384.7828,25308490.5952,210918.1918,electricity-generation
26.10322,50.59962,2,1.566,3.566,7.6998,11273109.5410,383430.4000,electricity-generation
26.17709,50.63436,5,7.741,9.741,188.2556,7929714.6690,113102.9589,electricity-generation
25.03860,-77.35570,1,0.000,2.000,0.5027,554030.0000,211.0000,electricity-generation
25.00420,-77.54020,1,0.000,2.000,0.5027,342850.0000,268.2400,electricity-generation
26.51820,-78.75070,1,0.000,2.000,0.5027,131142.0000,52.0000,electricity-generation
45.12998,17.98513,2,0.174,2.174,0.5027,244511.0588,24046.5000,electricity-generation
44.09479,18.11410,2,2.475,4.475,19.2519,2168291.4801,65847.2603,electricity-generation
43.17210,18.51160,1,0.000,2.000,0.5027,1368995.0000,300.0000,electricity-generation
44.75330,17.79190,1,0.000,2.000,0.5027,1286130.0000,300.0000,electricity-generation
44.52076,18.59740,3,5.819,7.819,106.3883,2791565.9853,106494.3836,electricity-generation
44.68220,18.96740,1,0.000,2.000,0.5027,278772.0000,300.0000,electricity-generation
52.45340,25.19340,1,0.000,2.000,0.5027,2001400.0000,1373.0000,electricity-generation
53.18950,29.20580,1,0.000,2.000,0.5027,246300.0000,180.0000,electricity-generation
54.09389,28.35033,2,0.035,2.035,0.5027,187224.0000,139.0000,electricity-generation
52.41410,31.00310,1,0.000,2.000,0.5027,42846.0000,40.0000,electricity-generation
52.44930,30.81790,1,0.000,2.000,0.5027,430250.0000,548.0000,electricity-generation
53.67358,23.91913,5,4.802,6.802,72.4295,2384299.3400,158455.6329,chemicals
53.90110,25.29100,1,0.000,2.000,0.5027,65489.0000,43.0000,electricity-generation
54.68000,29.13330,1,0.000,2.000,0.5027,5622800.0000,3178.0000,electricity-generation
53.88223,27.63099,3,5.115,7.115,82.1826,912384.5000,13870.4638,electricity-generation
53.87190,27.40230,1,0.000,2.000,0.5027,2072200.0000,1035.0000,electricity-generation
53.61080,27.95280,1,0.000,2.000,0.5027,1601400.0000,1194.0000,electricity-generation
53.81250,30.34120,1,0.000,2.000,0.5027,591050.0000,295.0000,electricity-generation
51.89306,29.32097,2,1.335,3.335,5.5958,2024415.8204,240135.0000,electricity-generation
55.52326,28.55490,3,2.322,4.322,16.9396,2668086.3144,251530.5744,electricity-generation
54.48050,30.39260,1,0.000,2.000,0.5027,66727.0000,66.0000,electricity-generation
52.62537,29.77214,2,1.056,3.056,3.5036,385085.5000,13399.0638,electricity-generation
55.16890,30.13550,1,0.000,2.000,0.5027,220400.0000,110.0000,electricity-generation
18.03980,-88.55990,1,0.000,2.000,0.5027,0.0000,27.5000,electricity-generation
32.29858,-64.79216,2,0.204,2.204,0.5027,364383.0000,160.8000,electricity-generation
-19.01697,-65.25017,2,3.231,5.231,32.7924,294864.6217,65099.8342,electricity-generation
-17.21176,-64.52450,3,3.827,5.827,46.0107,1315660.0000,809.0000,electricity-generation
-21.69420,-63.56140,1,0.000,2.000,0.5027,558040.0000,480.0000,electricity-generation
-16.56530,-68.18152,2,0.189,2.189,0.5027,246346.0000,99.4000,electricity-generation
-17.78195,-63.15001,2,3.196,5.196,32.0890,660688.0000,398.0000,electricity-generation
-19.55100,-65.72200,1,0.000,2.000,0.5027,42599.0000,14.3000,electricity-generation
-19.14155,-57.88686,2,0.808,2.808,2.0492,415141.3425,17094.3014,electricity-generation
-14.33700,-67.61320,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
-17.43679,-66.11886,2,1.904,3.904,11.3856,612901.0925,40664.1000,electricity-generation
-17.53520,-63.14680,1,0.000,2.000,0.5027,641540.0000,520.0000,electricity-generation
-20.54425,-43.75275,2,0.446,2.446,0.6262,5725002.1874,305876.1047,electricity-generation
-19.25170,-44.98500,1,0.000,2.000,0.5027,0.0000,52.0000,electricity-generation
-9.49790,-40.36590,1,0.000,2.000,0.5027,0.0000,16.0000,electricity-generation
-22.76808,-50.56748,2,4.403,6.403,60.9024,0.0000,44.5000,electricity-generation
-22.34970,-52.52400,1,0.000,2.000,0.5027,0.0000,38.0000,electricity-generation
-18.45740,-39.94540,1,0.000,2.000,0.5027,0.0000,33.0000,electricity-generation
-29.78380,-55.77190,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
-20.47944,-47.87859,2,0.493,2.493,0.7637,0.0000,108.0000,electricity-generation
-22.39710,-53.89030,1,0.000,2.000,0.5027,3044.2000,121.5000,electricity-generation
-22.03900,-53.84150,1,0.000,2.000,0.5027,0.0000,70.0000,electricity-generation
-3.11863,-59.99524,5,9.135,11.135,262.1599,1497950.9226,84624.4581,electricity-generation
-3.11758,-59.93016,4,0.508,2.508,0.8104,1708890.0000,710.0000,electricity-generation
-12.65542,-38.31743,11,6.053,8.053,115.0931,2922722.9621,158450.7213,electricity-generation
-19.84000,-40.08270,1,0.000,2.000,0.5027,0.0000,225.0000,electricity-generation
-25.56844,-49.36578,4,5.628,7.628,99.4949,1751540.4598,244164.8329,electricity-generation
-8.17210,-34.97770,1,0.000,2.000,0.5027,0.0000,28.5000,electricity-generation
-23.38116,-46.75937,2,4.309,6.309,58.3383,106148.0000,52.3000,electricity-generation
-22.91468,-43.74694,8,7.277,9.277,166.3669,11335999.2614,523334.2260,electricity-generation
-19.97562,-44.09621,2,1.577,3.577,7.8140,1168362.3914,157226.0000,electricity-generation
-6.41610,-35.05570,1,0.000,2.000,0.5027,0.0000,40.0000,electricity-generation
-22.01160,-47.44510,1,0.000,2.000,0.5027,0.0000,60.0000,electricity-generation
-20.08710,-46.03990,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
-22.72340,-43.64230,1,0.000,2.000,0.5027,1309700.0000,882.0000,electricity-generation
-1.54622,-48.72991,3,1.393,3.393,6.0978,10882756.2012,574136.9863,aluminum
-22.47680,-48.53320,1,0.000,2.000,0.5027,0.0000,136.0000,electricity-generation
-22.62873,-48.77552,2,2.729,4.729,23.3930,0.0000,169.3000,electricity-generation
-15.03300,-57.21050,1,0.000,2.000,0.5027,0.0000,23.4000,electricity-generation
0.95970,-59.95330,1,0.000,2.000,0.5027,0.0000,17.9000,electricity-generation
-9.91640,-36.33400,1,0.000,2.000,0.5027,0.0000,53.0000,electricity-generation
-27.31940,-50.50940,1,0.000,2.000,0.5027,0.0000,14.3000,electricity-generation
-18.44110,-49.19010,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
-23.27080,-52.48760,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
-17.06276,-46.18236,2,0.267,2.267,0.5027,0.0000,85.0000,electricity-generation
-21.34320,-47.15590,1,0.000,2.000,0.5027,0.0000,45.0000,electricity-generation
-9.76230,-36.15168,2,7.445,9.445,174.1292,344166.5257,68007.2055,electricity-generation
-21.41723,-48.28619,2,0.682,2.682,1.4624,0.0000,131.9000,electricity-generation
-21.64598,-49.82516,2,5.727,7.727,103.0339,0.0000,222.5000,electricity-generation
-30.15080,-52.26030,1,0.000,2.000,0.5027,0.0000,12.7000,electricity-generation
-18.54560,-50.43760,1,0.000,2.000,0.5027,0.0000,84.0000,electricity-generation
-17.95100,-49.88830,1,0.000,2.000,0.5027,0.0000,16.0000,electricity-generation
-22.54277,-48.81138,4,6.350,8.350,126.6958,686587.1989,115791.4004,electricity-generation
-21.48751,-51.33937,2,5.802,7.802,105.7465,0.0000,55.0000,electricity-generation
-22.35120,-48.10540,1,0.000,2.000,0.5027,0.0000,70.0000,electricity-generation
-20.21630,-47.65410,1,0.000,2.000,0.5027,0.0000,74.0000,electricity-generation
-21.09969,-51.44179,2,4.182,6.182,54.9541,0.0000,55.0000,electricity-generation
-22.61480,-54.69160,1,0.000,2.000,0.5027,0.0000,114.0000,electricity-generation
-18.49450,-49.64450,1,0.000,2.000,0.5027,0.0000,40.0000,electricity-generation
-18.79160,-51.00950,1,0.000,2.000,0.5027,0.0000,80.0000,electricity-generation
0.38430,-53.95400,1,0.000,2.000,0.5027,23881.0000,25.3000,electricity-generation
-17.92400,-50.63520,1,0.000,2.000,0.5027,0.0000,20.0000,electricity-generation
-7.29640,-35.90840,1,0.000,2.000,0.5027,7125.5000,175.0000,electricity-generation
-10.46810,-37.18150,1,0.000,2.000,0.5027,0.0000,25.0000,electricity-generation
-21.71550,-41.32850,1,0.000,2.000,0.5027,3062.2800,30.0000,electricity-generation
-22.94270,-47.60200,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
-21.64910,-41.39570,1,0.000,2.000,0.5027,0.0000,44.0000,electricity-generation
2.72580,-60.68230,1,0.000,2.000,0.5027,0.0000,11.5000,electricity-generation
-22.70979,-47.32900,2,1.430,3.430,6.4255,0.0000,70.0000,electricity-generation
-19.81180,-50.77510,1,0.000,2.000,0.5027,0.0000,24.0000,electricity-generation
-20.23460,-50.34390,1,0.000,2.000,0.5027,0.0000,16.4000,electricity-generation
-21.10330,-48.97707,2,3.692,5.692,42.8193,0.0000,115.0000,electricity-generation
-21.12950,-48.83580,1,0.000,2.000,0.5027,0.0000,12.0000,electricity-generation
-23.37480,-46.02770,1,0.000,2.000,0.5027,266170.0000,139.0000,electricity-generation
-12.70747,-38.57340,2,0.439,2.439,0.6049,2057131.5743,333186.0000,electricity-generation
-17.92370,-49.18950,1,0.000,2.000,0.5027,0.0000,24.0000,electricity-generation
-19.32005,-42.39430,3,0.210,2.210,0.5027,605667.9932,101730.7879,pulp-and-paper
-7.41760,-35.24410,1,0.000,2.000,0.5027,0.0000,30.0000,electricity-generation
-19.92570,-49.15310,1,0.000,2.000,0.5027,0.0000,154.0000,electricity-generation
-21.77630,-54.96570,1,0.000,2.000,0.5027,0.0000,39.0000,electricity-generation
-18.75593,-48.61179,3,0.136,2.136,0.5027,0.0000,91.0000,electricity-generation
-20.74780,-47.42180,1,0.000,2.000,0.5027,0.0000,54.0000,electricity-generation
-29.87380,-51.38704,2,1.207,3.207,4.5783,1805316.1829,105220.8676,electricity-generation
-29.95130,-51.62240,1,0.000,2.000,0.5027,0.0000,0.0000,electricity-generation
-21.57970,-50.43170,1,0.000,2.000,0.5027,0.0000,11.2000,electricity-generation
-21.85030,-50.24720,1,0.000,2.000,0.5027,0.0000,45.0000,electricity-generation
-30.13290,-51.31913,3,0.696,2.696,1.5211,3716259.7241,623787.7804,pulp-and-paper
-14.34320,-48.43080,1,0.000,2.000,0.5027,34031.0000,36.0000,electricity-generation
-7.55080,-35.27560,1,0.000,2.000,0.5027,0.0000,12.0000,electricity-generation
-22.53410,-51.50650,1,0.000,2.000,0.5027,0.0000,182.0000,electricity-generation
-22.47000,-50.77930,1,0.000,2.000,0.5027,0.0000,25.0000,electricity-generation
-23.43030,-51.97740,1,0.000,2.000,0.5027,0.0000,13.0000,electricity-generation
-15.08320,-49.30620,1,0.000,2.000,0.5027,0.0000,88.0000,electricity-generation
-20.58290,-49.95130,1,0.000,2.000,0.5027,0.0000,90.0000,electricity-generation
-21.21305,-48.83465,2,0.548,2.548,0.9426,0.0000,126.0000,electricity-generation
-20.03610,-50.66620,1,0.000,2.000,0.5027,0.0000,50.0000,electricity-generation
-13.11490,-60.51860,1,0.000,2.000,0.5027,11220.7000,11.9500,electricity-generation
-20.27970,-48.18640,1,0.000,2.000,0.5027,0.0000,57.0000,electricity-generation
-4.85470,-42.88610,1,0.000,2.000,0.5027,0.0000,23.5000,electricity-generation
-22.40020,-52.10480,1,0.000,2.000,0.5027,0.0000,130.0000,electricity-generation
-23.37080,-52.70890,1,0.000,2.000,0.5027,0.0000,10.0000,electricity-generation
-23.12600,-54.19240,1,0.000,2.000,0.5027,0.0000,12.0000,electricity-generation
-21.28560,-49.91840,1,0.000,2.000,0.5027,0.0000,10.0000,electricity-generation
-13.78090,-57.84060,1,0.000,2.000,0.5027,0.0000,27.2000,electricity-generation
-19.70687,-50.33154,2,0.449,2.449,0.6335,0.0000,44.0000,electricity-generation
-19.81380,-48.73580,1,0.000,2.000,0.5027,0.0000,60.0000,electricity-generation
